Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
6025375,000001DB,FALSE,Rx,0,8,FF,80,B9,AB,40,0,1,BA
6025614,000001F2,FALSE,Rx,0,8,30,64,20,AC,0,3C,1,8F
6031697,000001DA,FALSE,Rx,0,8,BB,64,18,0,0,1,1,49
6034668,0000011A,FALSE,Rx,0,8,4E,40,0,55,40,0,2,B0
6034912,000001D4,FALSE,Rx,0,8,F7,7,0,0,87,44,30,7B
6035142,000001DC,FALSE,Rx,0,8,A0,0A,5,D5,0,0,2,41
6035380,000001DB,FALSE,Rx,0,8,FF,80,B9,AB,40,0,2,B0
6035619,000001F2,FALSE,Rx,0,8,30,64,20,AC,0,3C,2,8F
6040093,527,FALSE,Rx,0,6,6,4,E3,23,0,0,0,0
6040317,528,FALSE,Rx,0,6,7,4,9C,3,0,0,0,0
6041699,000001DA,FALSE,Rx,0,8,BB,64,18,0,0,1,2,43
6044660,0000011A,FALSE,Rx,0,8,4E,40,0,AA,80,0,3,A6
6044894,000001D4,FALSE,Rx,0,8,F7,7,0,0,C7,44,30,BC
6045134,000001DC,FALSE,Rx,0,8,A0,0A,5,D5,0,0,3,C4
6045362,000001DB,FALSE,Rx,0,8,FF,80,B9,AB,40,0,3,35
6045601,000001F2,FALSE,Rx,0,8,30,64,20,AC,0,3C,3,8F
6045849,323,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
6046088,324,FALSE,Rx,0,8,0,48,98,3D,3D,0,0,0
6046338,0000033B,FALSE,Rx,0,8,0,0,0,3E,0,0,0,0
6046587,0000033D,FALSE,Rx,0,8,0,0,10,20,0,18,0,0
6046815,0000039F,FALSE,Rx,0,8,3A,71,0,B8,20,0,4,D7
6047055,000003A2,FALSE,Rx,0,8,21,73,10,50,4,0,0,16
6047304,000003A4,FALSE,Rx,0,8,0,0,2E,0,8,0,0,0
6047542,000003B7,FALSE,Rx,0,8,0,0,0,0,0,4,F1,3C
6051695,000001DA,FALSE,Rx,0,8,BB,64,18,0,0,1,3,C6
6054666,0000011A,FALSE,Rx,0,8,4E,40,0,AA,C0,0,0,6B
6054900,000001D4,FALSE,Rx,0,8,F7,7,0,0,7,44,30,70
6055140,000001DC,FALSE,Rx,0,8,A0,0A,5,D5,0,0,0,CE
6055379,000001DB,FALSE,Rx,0,8,FF,80,B9,AB,40,0,0,3F
6055617,000001F2,FALSE,Rx,0,8,30,64,20,AC,0,3C,0,8F
6058764,521,FALSE,Rx,0,6,0,7,C8,FB,FF,FF,0,0
6061693,000001DA,FALSE,Rx,0,8,BB,64,18,0,0,1,0,CC
6063834,0000050B,FALSE,Rx,0,7,0,0,6,C0,0,0,0,0
6064058,0000055B,FALSE,Rx,0,8,A4,40,AA,0,DF,C0,10,95
6064297,0000059E,FALSE,Rx,0,8,0,0,0C,76,18,0,0,0
6064546,0000029C,FALSE,Rx,0,8,28,FF,83,FF,0,FF,7F,FF
6064785,0000011A,FALSE,Rx,0,8,4E,40,0,55,0,0,1,7D
6065023,000001DC,FALSE,Rx,0,8,A0,0A,5,D5,0,0,1,4B
6065252,000001DB,FALSE,Rx,0,8,FF,80,B9,AB,40,0,1,BA
6065492,000001F2,FALSE,Rx,0,8,30,64,20,AC,0,3C,1,8F
6065730,000001D4,FALSE,Rx,0,8,F7,7,0,0,47,44,30,B7
6065968,0000033F,FALSE,Rx,0,8,0,0,0,0,28,0,0,46
6066220,000001F1,FALSE,Rx,0,8,0E,0,0,0,0,0,20,0
6066469,297,FALSE,Rx,0,8,0,3,0,0,0,0,20,0
6066707,0000019C,FALSE,Rx,0,8,6,A0,26,0,0,0,0,7F
6066946,000005BC,FALSE,Rx,0,8,3D,80,F0,64,B0,1,0,32
6067196,000006F6,FALSE,Rx,0,8,FF,0,0,0,0,0,0,0
6071697,000001DA,FALSE,Rx,0,8,BB,64,18,0,0,1,1,49
6074668,0000011A,FALSE,Rx,0,8,4E,40,0,55,40,0,2,B0
6074902,000001D4,FALSE,Rx,0,8,F7,7,0,0,87,44,30,7B
6075141,000001DC,FALSE,Rx,0,8,A0,0A,5,D5,0,0,2,41
6075380,000001DB,FALSE,Rx,0,8,FF,80,B9,AB,40,0,2,B0
6075618,000001F2,FALSE,Rx,0,8,30,64,20,AC,0,3C,2,8F
6081688,000001DA,FALSE,Rx,0,8,BB,64,18,0,0,1,2,43
6081922,0000055A,FALSE,Rx,0,8,0,3C,39,0,5F,3E,5B,48
6084662,0000011A,FALSE,Rx,0,8,4E,40,0,AA,80,0,3,A6
6084890,000001D4,FALSE,Rx,0,8,F7,7,0,0,C7,44,30,BC
6085129,000001DC,FALSE,Rx,0,8,A0,0A,5,D5,0,0,3,C4
6085368,000001DB,FALSE,Rx,0,8,FF,80,B9,AB,40,0,3,35
6085596,000001F2,FALSE,Rx,0,8,30,64,20,AC,0,3C,3,8F
6088979,522,FALSE,Rx,0,6,1,0A,5C,AA,5,0,0,0
6089195,523,FALSE,Rx,0,6,2,0A,EB,FF,FF,FF,0,0
6089422,524,FALSE,Rx,0,6,3,0A,0E,0,0,0,0,0
6089639,525,FALSE,Rx,0,6,4,0A,D8,0,0,0,0,0
6091691,000001DA,FALSE,Rx,0,8,BB,64,18,0,0,1,3,C6
6094657,0000011A,FALSE,Rx,0,8,4E,40,0,AA,C0,0,0,6B
6094895,000001D4,FALSE,Rx,0,8,F7,7,0,0,7,44,30,70
6095133,000001DC,FALSE,Rx,0,8,A0,0A,5,D5,0,0,0,CE
6095372,000001DB,FALSE,Rx,0,8,FF,80,B9,AB,40,0,0,3F
6095620,000001F2,FALSE,Rx,0,8,30,64,20,AC,0,3C,0,8F
6101686,000001DA,FALSE,Rx,0,8,BB,64,18,0,0,1,0,CC
6104667,0000011A,FALSE,Rx,0,8,4E,40,0,55,0,0,1,7D
6104901,000001D4,FALSE,Rx,0,8,F7,7,0,0,47,44,30,B7
6105130,000001DC,FALSE,Rx,0,8,A0,0A,5,D5,0,0,1,4B
6105369,000001DB,FALSE,Rx,0,8,FF,80,B9,AB,40,0,1,BA
6105608,000001F2,FALSE,Rx,0,8,30,64,20,AC,0,3C,1,8F
6111688,000001DA,FALSE,Rx,0,8,BB,64,18,0,0,1,1,49
6114669,0000011A,FALSE,Rx,0,8,4E,40,0,55,40,0,2,B0
6114903,000001D4,FALSE,Rx,0,8,F7,7,0,0,87,44,30,7B
6115143,000001DC,FALSE,Rx,0,8,A0,0A,5,D5,0,0,2,41
6115372,000001DB,FALSE,Rx,0,8,FF,80,B9,AB,40,0,2,B0
6115610,000001F2,FALSE,Rx,0,8,30,64,20,AC,0,3C,2,8F
6120820,526,FALSE,Rx,0,6,5,9,42,FE,FF,FF,0,0
6121682,000001DA,FALSE,Rx,0,8,BB,64,18,0,0,1,2,43
6124658,0000011A,FALSE,Rx,0,8,4E,40,0,AA,80,0,3,A6
6124892,000001D4,FALSE,Rx,0,8,F7,7,0,0,C7,44,30,BC
6125132,000001DC,FALSE,Rx,0,8,A0,0A,5,D5,0,0,3,C4
6125361,000001DB,FALSE,Rx,0,8,FF,80,B9,AB,40,0,3,35
6125599,000001F2,FALSE,Rx,0,8,30,64,20,AC,0,3C,3,8F
6131678,000001DA,FALSE,Rx,0,8,BB,64,18,0,0,1,3,C6
6134659,0000011A,FALSE,Rx,0,8,4E,40,0,AA,C0,0,0,6B
6134893,000001D4,FALSE,Rx,0,8,F7,7,0,0,7,44,30,70
6135132,000001DC,FALSE,Rx,0,8,A0,0A,5,D5,0,0,0,CE
6135372,000001DB,FALSE,Rx,0,8,FF,80,B9,AB,40,0,0,3F
6135610,000001F2,FALSE,Rx,0,8,30,64,20,AC,0,3C,0,8F
6139690,527,FALSE,Rx,0,6,6,5,E3,23,0,0,0,0
6139915,528,FALSE,Rx,0,6,7,5,9C,3,0,0,0,0
6141678,000001DA,FALSE,Rx,0,8,BB,64,18,0,0,1,0,CC
6144662,0000011A,FALSE,Rx,0,8,4E,40,0,55,0,0,1,7D
6144896,000001D4,FALSE,Rx,0,8,F7,7,0,0,47,44,30,B7
6145135,000001DC,FALSE,Rx,0,8,A0,0A,5,D5,0,0,1,4B
6145364,000001DB,FALSE,Rx,0,8,FF,80,B9,AB,40,0,1,BA
6145602,000001F2,FALSE,Rx,0,8,30,64,20,AC,0,3C,1,8F
6145851,323,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
6146090,324,FALSE,Rx,0,8,0,48,98,3D,3D,0,0,0
6146340,0000033B,FALSE,Rx,0,8,0,0,0,3E,0,0,0,0
6146588,0000033D,FALSE,Rx,0,8,0,0,10,20,0,18,0,0
6146818,0000039F,FALSE,Rx,0,8,3A,71,0,B8,1D,0,5,EB
6147056,000003A2,FALSE,Rx,0,8,21,73,10,54,4,0,0,12
6147307,000003A4,FALSE,Rx,0,8,0,0,2A,0,8,0,0,0
6147546,000003B7,FALSE,Rx,0,8,0,0,0,0,0,5,BD,3C
6151676,000001DA,FALSE,Rx,0,8,BB,64,18,0,0,1,1,49
6154668,0000011A,FALSE,Rx,0,8,4E,40,0,55,40,0,2,B0
6154902,000001D4,FALSE,Rx,0,8,F7,7,0,0,87,44,30,7B
6155142,000001DC,FALSE,Rx,0,8,A0,0A,5,D5,0,0,2,41
6155371,000001DB,FALSE,Rx,0,8,FF,80,B9,AB,40,0,2,B0
6155610,000001F2,FALSE,Rx,0,8,30,64,20,AC,0,3C,2,8F
6158304,521,FALSE,Rx,0,6,0,8,4A,FB,FF,FF,0,0
6161677,000001DA,FALSE,Rx,0,8,BB,64,18,0,0,1,2,43
6163829,0000050B,FALSE,Rx,0,7,0,0,6,C0,0,0,0,0
6164052,0000055B,FALSE,Rx,0,8,A4,40,AA,0,DF,C0,11,10
6164292,0000059E,FALSE,Rx,0,8,0,0,0C,76,18,0,0,0
6164541,0000029C,FALSE,Rx,0,8,28,FF,83,FF,0,FF,7F,FF
6164769,0000011A,FALSE,Rx,0,8,4E,40,0,AA,80,0,3,A6
6165007,000001DC,FALSE,Rx,0,8,A0,0A,5,D5,0,0,3,C4
6165248,000001DB,FALSE,Rx,0,8,FF,80,B9,AB,40,0,3,35
6165476,000001F2,FALSE,Rx,0,8,30,64,20,AC,0,3C,3,8F
6165714,000001D4,FALSE,Rx,0,8,F7,7,0,0,C7,44,30,BC
6165953,0000033F,FALSE,Rx,0,8,0,0,0,0,28,0,0,46
6166204,000001F1,FALSE,Rx,0,8,0E,0,0,0,0,0,20,0
6166452,297,FALSE,Rx,0,8,0,3,0,0,0,0,20,0
6166690,0000019C,FALSE,Rx,0,8,6,A0,26,0,0,0,0,7F
6166940,000005BC,FALSE,Rx,0,8,3D,80,F0,64,B0,1,0,32
6167179,000006F6,FALSE,Rx,0,8,FF,0,0,0,0,0,0,0
6171671,000001DA,FALSE,Rx,0,8,BB,64,18,0,0,1,3,C6
6174652,0000011A,FALSE,Rx,0,8,4E,40,0,AA,C0,0,0,6B
6174896,000001D4,FALSE,Rx,0,8,F7,7,0,0,7,44,30,70
6175136,000001DC,FALSE,Rx,0,8,A0,0A,5,D5,0,0,0,CE
6175375,000001DB,FALSE,Rx,0,8,FF,80,B9,AB,40,0,0,3F
6175613,000001F2,FALSE,Rx,0,8,30,64,20,AC,0,3C,0,8F
6181663,000001DA,FALSE,Rx,0,8,BB,64,18,0,0,1,0,CC
6181897,0000055A,FALSE,Rx,0,8,0,3C,39,0,5F,3E,5B,48
6184657,0000011A,FALSE,Rx,0,8,4E,40,0,55,0,0,1,7D
6184895,000001D4,FALSE,Rx,0,8,F7,7,0,0,47,44,30,B7
6185124,000001DC,FALSE,Rx,0,8,A0,0A,5,D5,0,0,1,4B
6185364,000001DB,FALSE,Rx,0,8,FF,80,B9,AB,40,0,1,BA
6185602,000001F2,FALSE,Rx,0,8,30,64,20,AC,0,3C,1,8F
6188570,522,FALSE,Rx,0,6,1,0B,4A,AA,5,0,0,0
6188793,523,FALSE,Rx,0,6,2,0B,E6,FF,FF,FF,0,0
6189012,524,FALSE,Rx,0,6,3,0B,E8,FF,FF,FF,0,0
6189241,525,FALSE,Rx,0,6,4,0B,D8,0,0,0,0,0
6191662,000001DA,FALSE,Rx,0,8,BB,64,18,0,0,1,1,49
6194659,0000011A,FALSE,Rx,0,8,4E,40,0,55,40,0,2,B0
6194903,000001D4,FALSE,Rx,0,8,F7,7,0,0,87,44,30,7B
6195144,000001DC,FALSE,Rx,0,8,A0,0A,5,D5,0,0,2,41
6195371,000001DB,FALSE,Rx,0,8,FF,80,B9,AB,40,0,2,B0
6195609,000001F2,FALSE,Rx,0,8,30,64,20,AC,0,3C,2,8F
6201669,000001DA,FALSE,Rx,0,8,BB,64,18,0,0,1,2,43
6204652,0000011A,FALSE,Rx,0,8,4E,40,0,AA,80,0,3,A6
6204886,000001D4,FALSE,Rx,0,8,F7,7,0,0,C7,44,30,BC
6205126,000001DC,FALSE,Rx,0,8,A0,0A,5,D5,0,0,3,C4
6205354,000001DB,FALSE,Rx,0,8,FF,80,B9,AB,40,0,3,35
6205592,000001F2,FALSE,Rx,0,8,30,64,20,AC,0,3C,3,8F
6211662,000001DA,FALSE,Rx,0,8,BB,64,18,0,0,1,3,C6
6214654,0000011A,FALSE,Rx,0,8,4E,40,0,AA,C0,0,0,6B
6214888,000001D4,FALSE,Rx,0,8,F7,7,0,0,7,44,30,70
6215128,000001DC,FALSE,Rx,0,8,A0,0A,5,D5,0,0,0,CE
6215366,000001DB,FALSE,Rx,0,8,FF,80,B9,AB,40,0,0,3F
6215605,000001F2,FALSE,Rx,0,8,30,64,20,AC,0,3C,0,8F
6220389,526,FALSE,Rx,0,6,5,0A,1E,FE,FF,FF,0,0
6221664,000001DA,FALSE,Rx,0,8,BB,64,18,0,0,1,0,CC
6224662,0000011A,FALSE,Rx,0,8,4E,40,0,55,0,0,1,7D
6224896,000001D4,FALSE,Rx,0,8,F7,7,0,0,47,44,30,B7
6225126,000001DC,FALSE,Rx,0,8,A0,0A,5,D5,0,0,1,4B
6225364,000001DB,FALSE,Rx,0,8,FF,80,B9,AB,40,0,1,BA
6225602,000001F2,FALSE,Rx,0,8,30,64,20,AC,0,3C,1,8F
6231662,000001DA,FALSE,Rx,0,8,BB,64,18,0,0,1,1,49
6234653,0000011A,FALSE,Rx,0,8,4E,40,0,55,40,0,2,B0
6234898,000001D4,FALSE,Rx,0,8,F7,7,0,0,87,44,30,7B
6235138,000001DC,FALSE,Rx,0,8,A0,0A,5,D5,0,0,2,41
6235366,000001DB,FALSE,Rx,0,8,FF,80,B9,AB,40,0,2,B0
6235604,000001F2,FALSE,Rx,0,8,30,64,20,AC,0,3C,2,8F
6239467,527,FALSE,Rx,0,6,6,6,E3,23,0,0,0,0
6239692,528,FALSE,Rx,0,6,7,6,9C,3,0,0,0,0
6241656,000001DA,FALSE,Rx,0,8,BB,64,18,0,0,1,2,43
6244653,0000011A,FALSE,Rx,0,8,4E,40,0,AA,80,0,3,A6
6244881,000001D4,FALSE,Rx,0,8,F7,7,0,0,C7,44,30,BC
6245121,000001DC,FALSE,Rx,0,8,A0,0A,5,D5,0,0,3,C4
6245349,000001DB,FALSE,Rx,0,8,FF,80,B9,AB,40,0,3,35
6245589,000001F2,FALSE,Rx,0,8,30,64,20,AC,0,3C,3,8F
6246034,0000039F,FALSE,Rx,0,8,3A,71,0,B8,1D,0,6,E8
6246284,323,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
6246522,324,FALSE,Rx,0,8,0,48,9D,3D,3D,0,0,0
6246771,0000033B,FALSE,Rx,0,8,0,0,0,3E,0,0,0,0
6247010,0000033D,FALSE,Rx,0,8,0,0,10,20,0,18,0,0
6247250,000003A2,FALSE,Rx,0,8,21,73,10,58,4,0,0,1E
6247499,000003A4,FALSE,Rx,0,8,0,0,29,0,8,0,0,0
6247738,000003B7,FALSE,Rx,0,8,0,0,0,0,0,6,69,3C
6251652,000001DA,FALSE,Rx,0,8,BB,64,18,0,0,1,3,C6
6254653,0000011A,FALSE,Rx,0,8,4E,40,0,AA,C0,0,0,6B
6254888,000001D4,FALSE,Rx,0,8,F7,7,0,0,7,44,30,70
6255128,000001DC,FALSE,Rx,0,8,A0,0A,5,D5,0,0,0,CE
6255366,000001DB,FALSE,Rx,0,8,FF,80,B9,AB,40,0,0,3F
6255604,000001F2,FALSE,Rx,0,8,30,64,20,AC,0,3C,0,8F
6257906,521,FALSE,Rx,0,6,0,9,B7,FA,FF,FF,0,0
6261659,000001DA,FALSE,Rx,0,8,BB,64,18,0,0,1,0,CC
6263822,0000050B,FALSE,Rx,0,7,0,0,6,C0,0,0,0,0
6264046,0000055B,FALSE,Rx,0,8,A4,40,AA,0,DF,C0,12,1A
6264287,0000059E,FALSE,Rx,0,8,0,0,0C,76,18,0,0,0
6264536,0000029C,FALSE,Rx,0,8,28,FF,83,FF,0,FF,7F,FF
6264774,0000011A,FALSE,Rx,0,8,4E,40,0,55,0,0,1,7D
6265012,000001DC,FALSE,Rx,0,8,A0,0A,5,D5,0,0,1,4B
6265242,000001DB,FALSE,Rx,0,8,FF,80,B9,AB,40,0,1,BA
6265480,000001F2,FALSE,Rx,0,8,30,64,20,AC,0,3C,1,8F
6265718,000001D4,FALSE,Rx,0,8,F7,7,0,0,47,44,30,B7
6265958,0000033F,FALSE,Rx,0,8,0,0,0,0,28,0,0,46
6266208,000001F1,FALSE,Rx,0,8,0E,0,0,0,0,0,20,0
6266457,297,FALSE,Rx,0,8,0,3,0,0,0,0,20,0
6266696,0000019C,FALSE,Rx,0,8,6,A0,26,0,0,0,0,7F
6266934,000005BC,FALSE,Rx,0,8,3D,80,F0,64,B0,1,0,32
6267184,000006F6,FALSE,Rx,0,8,FF,0,0,0,0,0,0,0
6271653,000001DA,FALSE,Rx,0,8,BB,64,18,0,0,1,1,49
6274657,0000011A,FALSE,Rx,0,8,4E,40,0,55,40,0,2,B0
6274891,000001D4,FALSE,Rx,0,8,F7,7,0,0,87,44,30,7B
6275132,000001DC,FALSE,Rx,0,8,A0,0A,5,D5,0,0,2,41
6275370,000001DB,FALSE,Rx,0,8,FF,80,B9,AB,40,0,2,B0
6275608,000001F2,FALSE,Rx,0,8,30,64,20,AC,0,3C,2,8F
6281657,000001DA,FALSE,Rx,0,8,BB,64,18,0,0,1,2,43
6281881,0000055A,FALSE,Rx,0,8,0,3C,39,0,5F,3E,5B,48
6284652,0000011A,FALSE,Rx,0,8,4E,40,0,AA,80,0,3,A6
6284879,000001D4,FALSE,Rx,0,8,F7,7,0,0,C7,44,30,BC
6285120,000001DC,FALSE,Rx,0,8,A0,0A,5,D5,0,0,3,C4
6285348,000001DB,FALSE,Rx,0,8,FF,80,B9,AB,40,0,3,35
6285586,000001F2,FALSE,Rx,0,8,30,64,20,AC,0,3C,3,8F
6288152,522,FALSE,Rx,0,6,1,0C,4E,AA,5,0,0,0
6288375,523,FALSE,Rx,0,6,2,0C,E2,FF,FF,FF,0,0
6288592,524,FALSE,Rx,0,6,3,0C,EF,FF,FF,FF,0,0
6288820,525,FALSE,Rx,0,6,4,0C,D8,0,0,0,0,0
6291644,000001DA,FALSE,Rx,0,8,BB,64,18,0,0,1,3,C6
6294654,0000011A,FALSE,Rx,0,8,4E,40,0,AA,C0,0,0,6B
6294888,000001D4,FALSE,Rx,0,8,F7,7,0,0,7,44,30,70
6295128,000001DC,FALSE,Rx,0,8,A0,0A,5,D5,0,0,0,CE
